class,level,category,book,recipe,recipe_id,book_id
Armorer,75,TS Advanced,Advanced Armorer Volume 75,Incarnadine Melodic Mantle,133083998,1640694205
Armorer,75,TS Advanced,Advanced Armorer Volume 75,Incarnadine Plate Spaulders,1054672738,1640694205
Armorer,75,TS Advanced,Advanced Armorer Volume 75,Incarnadine Reverent Mantle,4204271906,1640694205
Armorer,75,TS Advanced,Advanced Armorer Volume 75,Incarnadine Righteous Spaulders,625220338,1640694205
Armorer,75,TS Advanced,Advanced Armorer Volume 75,Incarnadine Vanguard Spaulders,3527227957,1640694205
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Brigandine Leggings,3199290244,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Chainmail Leggings,3751372899,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Devout Greaves,2097272284,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Melodic Leggings,4165156104,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Plate Greaves,2791631337,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Reverent Leggings,378758226,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Righteous Greaves,1091544232,787973350
Armorer,76,TS Essentials,Armorer Essentials Volume 76,Ferrite Vanguard Greaves,1818858461,787973350
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Brigandine Leggings,2451063572,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Chainmail Leggings,2937025501,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Devout Greaves,3235366738,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Melodic Leggings,2935637075,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Plate Greaves,3448011545,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Reverent Leggings,3934016855,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Righteous Greaves,3185612205,4173484039
Armorer,76,TS Advanced,Advanced Armorer Volume 76,Incarnadine Vanguard Greaves,986770054,4173484039
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Brigandine Leggings,1159907711,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Chainmail Leggings,2555901500,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Devout Greaves,4271013543,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Melodic Leggings,1972135110,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Plate Greaves,3863631358,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Reverent Leggings,1791116476,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Righteous Greaves,1029604422,1508947056
Armorer,77,TS Essentials,Armorer Essentials Volume 77,Imbued Ferrite Vanguard Greaves,3785804307,1508947056
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Brigandine Leggings,1916808719,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Chainmail Leggings,579565271,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Devout Greaves,1033710064,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Melodic Leggings,1970907149,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Plate Greaves,3851657987,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Reverent Leggings,1718921800,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Righteous Greaves,837315250,2412077201
Armorer,77,TS Advanced,Advanced Armorer Volume 77,Imbued Incarnadine Vanguard Greaves,3780314840,2412077201
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Brigandine Coat,1064105566,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Chainmail Coat,4166770872,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Devout Cuirass,2944832247,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Melodic Coat,727617023,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Plate Cuirass,3406902118,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Reverent Coat,631824620,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Righteous Cuirass,1333054829,3377441249
Armorer,78,TS Essentials,Armorer Essentials Volume 78,Ferrite Vanguard Cuirass,725575804,3377441249
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Brigandine Coat,1831839964,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Chainmail Coat,3555152907,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Devout Cuirass,2218403396,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Melodic Coat,2822904498,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Plate Cuirass,3288273628,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Reverent Coat,759611734,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Righteous Cuirass,3390183700,528121088
Armorer,78,TS Advanced,Advanced Armorer Volume 78,Incarnadine Vanguard Cuirass,685492526,528121088
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Brigandine Coat,3869002466,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Chainmail Coat,3736961105,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Devout Cuirass,2304832030,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Melodic Coat,3458031705,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Plate Cuirass,4097930838,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Reverent Coat,452503004,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Righteous Cuirass,3318942350,3192428919
Armorer,79,TS Essentials,Armorer Essentials Volume 79,Imbued Ferrite Vanguard Cuirass,3912329063,3192428919
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Brigandine Coat,3737837462,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Chainmail Coat,1357525235,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Devout Cuirass,121062076,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Melodic Coat,4075014239,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Plate Cuirass,488517067,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Reverent Coat,4087873089,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Righteous Cuirass,249948641,1753042326
Armorer,79,TS Advanced,Advanced Armorer Volume 79,Imbued Incarnadine Vanguard Cuirass,3194062039,1753042326
Armorer,80,TS Advanced,Advanced Armorer Volume 80,Brellium Kite Shield,3675529754,3785907579
Armorer,80,TS Advanced,Advanced Armorer Volume 80,Brellium Tower Shield,2041166444,3785907579
Armorer,80,TS Advanced,Advanced Armorer Volume 80,Imbued Brellium Kite Shield,2682620359,3785907579
Armorer,80,TS Advanced,Advanced Armorer Volume 80,Imbued Brellium Tower Shield,2173691310,3785907579
Armorer,80,TS Essentials,Armorer Essentials Volume 80,Imbued Titanium Kite Shield,573818988,3789095637
Armorer,80,TS Essentials,Armorer Essentials Volume 80,Imbued Titanium Tower Shield,3224783247,3789095637
Armorer,80,TS Essentials,Armorer Essentials Volume 80,Titanium Kite Shield,421670788,3789095637
Armorer,80,TS Essentials,Armorer Essentials Volume 80,Titanium Tower Shield,1859924514,3789095637
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Brigandine Boots,2342545286,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Chainmail Boots,1010603262,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Devout Sabatons,3268154613,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Melodic Boots,3385231735,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Plate Sabatons,2738386206,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Reverent Boots,3061819275,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Righteous Sabatons,1145374699,2528079341
Armorer,81,TS Advanced,Advanced Armorer Volume 81,Brellium Vanguard Sabatons,3834197877,2528079341
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Brigandine Boots,2019368746,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Chainmail Boots,2016768236,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Devout Sabatons,2261119207,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Melodic Boots,1842207741,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Plate Sabatons,2935034994,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Reverent Boots,3149317863,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Righteous Sabatons,405405437,2531144259
Armorer,81,TS Essentials,Armorer Essentials Volume 81,Titanium Vanguard Sabatons,991569358,2531144259
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Brigandine Bracer,3559754547,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Chainmail Bracer,3721261733,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Devout Gussets,1655169690,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Melodic Bracer,253956355,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Plate Gussets,1282666656,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Reverent Bracer,478247505,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Righteous Gussets,697308702,262552663
Armorer,82,TS Advanced,Advanced Armorer Volume 82,Brellium Vanguard Gussets,3100372117,262552663
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Brigandine Bracer,197040520,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Chainmail Bracer,774933001,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Devout Gussets,1869513718,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Melodic Bracer,48918639,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Plate Gussets,3900219946,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Reverent Bracer,1485348419,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Righteous Gussets,4127392933,265774073
Armorer,82,TS Essentials,Armorer Essentials Volume 82,Titanium Vanguard Gussets,1261868089,265774073
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Brigandine Gauntlets,699319419,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Chainmail Gauntlets,2629296434,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Devout Gauntlets,2407201073,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Melodic Gauntlets,1270273856,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Plate Gauntlets,101532408,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Reverent Gauntlets,1700966494,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Righteous Gauntlets,1624746679,2023820481
Armorer,83,TS Advanced,Advanced Armorer Volume 83,Brellium Vanguard Gauntlets,585167927,2023820481
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Brigandine Gauntlets,4049037176,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Chainmail Gauntlets,1748973722,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Devout Gauntlets,2089255325,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Melodic Gauntlets,2485503483,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Plate Gauntlets,1107601130,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Reverent Gauntlets,957237576,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Righteous Gauntlets,2489283359,2026918767
Armorer,83,TS Essentials,Armorer Essentials Volume 83,Titanium Vanguard Gauntlets,2123107617,2026918767
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Brigandine Coif,938042999,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Chainmail Coif,625842069,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Devout Barbute,2421394581,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Melodic Coif,444559586,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Plate Barbute,123915558,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Reverent Coif,186152931,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Righteous Barbute,4169663673,3871709538
Armorer,84,TS Advanced,Advanced Armorer Volume 84,Brellium Vanguard Barbute,3334588132,3871709538
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Brigandine Coif,1944093285,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Chainmail Coif,679802617,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Devout Barbute,2644176377,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Melodic Coif,3236534148,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Plate Barbute,2741608364,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Reverent Coif,2937267561,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Righteous Barbute,656086530,3870607052
Armorer,84,TS Essentials,Armorer Essentials Volume 84,Titanium Vanguard Barbute,893173320,3870607052
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Brigandine Mantle,966251950,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Chainmail Mantle,2917310263,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Devout Spaulders,2130413670,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Melodic Mantle,3458672378,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Plate Spaulders,4021266694,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Reverent Mantle,736802630,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Righteous Spaulders,2923164666,2445453812
Armorer,85,TS Advanced,Advanced Armorer Volume 85,Brellium Vanguard Spaulders,325900399,2445453812
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Brigandine Mantle,3859072789,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Chainmail Mantle,1579149211,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Devout Spaulders,2366042314,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Melodic Mantle,3287173014,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Plate Spaulders,2879802644,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Reverent Mantle,1877168980,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Righteous Spaulders,1521691218,2444490330
Armorer,85,TS Essentials,Armorer Essentials Volume 85,Titanium Vanguard Spaulders,1325408633,2444490330
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Brellium Brigandine Leggings,2109433244,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Brellium Chainmail Leggings,3644445086,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Brellium Melodic Leggings,2557361623,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Brellium Reverent Leggings,10454551,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Imbued Brellium Brigandine Leggings,3969461889,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Imbued Brellium Chainmail Leggings,2669566928,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Imbued Brellium Melodic Leggings,2832909877,147585102
Armorer,86,TS Advanced,Advanced Armorer Volume 86,Imbued Brellium Reverent Leggings,1319875000,147585102
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Imbued Titanium Brigandine Leggings,1467630059,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Imbued Titanium Chainmail Leggings,2000040549,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Imbued Titanium Melodic Leggings,2856390714,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Imbued Titanium Reverent Leggings,3725998079,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Titanium Brigandine Leggings,2301869108,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Titanium Chainmail Leggings,2236950664,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Titanium Melodic Leggings,1804813691,146450400
Armorer,86,TS Essentials,Armorer Essentials Volume 86,Titanium Reverent Leggings,3742143660,146450400
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Brellium Devout Greaves,550049860,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Brellium Plate Greaves,112358163,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Brellium Righteous Greaves,1508159036,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Brellium Vanguard Greaves,807694346,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Imbued Brellium Devout Greaves,832052176,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Imbued Brellium Plate Greaves,1455078344,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Imbued Brellium Righteous Greaves,2495581344,2144127192
Armorer,87,TS Advanced,Advanced Armorer Volume 87,Imbued Brellium Vanguard Greaves,3154149375,2144127192
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Imbued Titanium Devout Greaves,3451618053,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Imbued Titanium Plate Greaves,3433697939,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Imbued Titanium Righteous Greaves,67242727,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Imbued Titanium Vanguard Greaves,3197872624,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Titanium Devout Greaves,755005736,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Titanium Plate Greaves,2730041753,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Titanium Righteous Greaves,2255993991,2143131510
Armorer,87,TS Essentials,Armorer Essentials Volume 87,Titanium Vanguard Greaves,3285780646,2143131510
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Brellium Brigandine Coat,4114299460,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Brellium Chainmail Coat,357920841,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Brellium Melodic Coat,1587687616,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Brellium Reverent Coat,2478518636,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Imbued Brellium Brigandine Coat,1927438914,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Imbued Brellium Chainmail Coat,3299779800,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Imbued Brellium Melodic Coat,852095530,4017345865
Armorer,88,TS Advanced,Advanced Armorer Volume 88,Imbued Brellium Reverent Coat,3540537800,4017345865
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Imbued Titanium Brigandine Coat,2225563521,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Imbued Titanium Chainmail Coat,948780045,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Imbued Titanium Melodic Coat,2647859115,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Imbued Titanium Reverent Coat,1226373267,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Titanium Brigandine Coat,2972900950,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Titanium Chainmail Coat,412881189,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Titanium Melodic Coat,2218055590,4009921255
Armorer,88,TS Essentials,Armorer Essentials Volume 88,Titanium Reverent Coat,934306790,4009921255
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Brellium Devout Cuirass,1128136475,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Brellium Plate Cuirass,328137127,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Brellium Righteous Cuirass,1668062123,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Brellium Vanguard Cuirass,3942065602,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Imbued Brellium Devout Cuirass,1559085407,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Imbued Brellium Plate Cuirass,422826868,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Imbued Brellium Righteous Cuirass,3555292929,2557797855
Armorer,89,TS Advanced,Advanced Armorer Volume 89,Imbued Brellium Vanguard Cuirass,3213077944,2557797855
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Imbued Titanium Devout Cuirass,2697877898,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Imbued Titanium Plate Cuirass,2200140335,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Imbued Titanium Righteous Cuirass,1129640262,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Imbued Titanium Vanguard Cuirass,3172498359,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Titanium Devout Cuirass,1324654199,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Titanium Plate Cuirass,3078990637,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Titanium Righteous Cuirass,3170863376,2550512241
Armorer,89,TS Essentials,Armorer Essentials Volume 89,Titanium Vanguard Cuirass,420109678,2550512241
Armorer,90,TS Advanced,Advanced Armorer Volume 90,Buckler of the Fearcreep,2280573506,2608575596
Armorer,90,TS Advanced,Advanced Armorer Volume 90,Daarspire Buckler,4141883695,2608575596
Armorer,90,TS Advanced,Advanced Armorer Volume 90,Daarspire Tower Shield,1970917058,2608575596
Armorer,90,TS Advanced,Advanced Armorer Volume 90,Eye of the Fearcreep,2825390448,2608575596
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Imbued Rhenium Tower Shield,3839573960,1135784181
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Imbued Tungsten Tower Shield,2568785899,3944648083
Armorer,90,TS Essentials,Armorer Essentials Volume 90,Mirror of Forgiveness,3251182879,1372102464
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Rhenium Melodic Boots,3778592230,1135784181
Armorer,90,TS Essentials,Armorer Essentials Volume 92,Rhenium Melodic Bracer,961111553,2827291638
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Rhenium Reverent Boots,828373613,1135784181
Armorer,90,TS Essentials,Armorer Essentials Volume 92,Rhenium Reverent Bracer,4072239370,2827291638
Armorer,90,TS Essentials,Armorer Essentials Volume 92,Rhenium Righteous Gussets,3876431153,2827291638
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Rhenium Righteous Sabatons,896374477,1135784181
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Rhenium Tower Shield,2196180713,1135784181
Armorer,90,TS Essentials,Armorer Essentials Volume 92,Rhenium Vanguard Gussets,1151098082,2827291638
Armorer,90,TS Essentials,Armorer Essentials Volume 91,Rhenium Vanguard Sabatons,2107480113,1135784181
Armorer,90,TS Advanced,Advanced Armorer Volume 90,Tower Shield of the Fearcreep,689954490,2608575596
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Tungsten Melodic Boots,1863891532,3944648083
Armorer,90,TS Advanced,Advanced Armorer Volume 92,Tungsten Melodic Bracer,3196986900,1914166313
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Tungsten Reverent Boots,131240092,3944648083
Armorer,90,TS Advanced,Advanced Armorer Volume 92,Tungsten Reverent Bracer,2682475169,1914166313
Armorer,90,TS Advanced,Advanced Armorer Volume 92,Tungsten Righteous Gussets,144301115,1914166313
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Tungsten Righteous Sabatons,258005606,3944648083
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Tungsten Tower Shield,470769012,3944648083
Armorer,90,TS Advanced,Advanced Armorer Volume 92,Tungsten Vanguard Gussets,99974305,1914166313
Armorer,90,TS Advanced,Advanced Armorer Volume 91,Tungsten Vanguard Sabatons,3313565008,3944648083
Armorer,93,TS Essentials,Armorer Essentials Volume 93,Rhenium Melodic Gauntlets,3081531318,3368144634
Armorer,93,TS Essentials,Armorer Essentials Volume 93,Rhenium Reverent Gauntlets,826342863,3368144634
Armorer,93,TS Essentials,Armorer Essentials Volume 93,Rhenium Righteous Gauntlets,3884657448,3368144634
Armorer,93,TS Essentials,Armorer Essentials Volume 93,Rhenium Vanguard Gauntlets,1992472998,3368144634
Armorer,93,TS Advanced,Advanced Armorer Volume 93,Tungsten Melodic Gauntlets,1790909797,84995263
Armorer,93,TS Advanced,Advanced Armorer Volume 93,Tungsten Reverent Gauntlets,776433107,84995263
Armorer,93,TS Advanced,Advanced Armorer Volume 93,Tungsten Righteous Gauntlets,4086657271,84995263
Armorer,93,TS Advanced,Advanced Armorer Volume 93,Tungsten Vanguard Gauntlets,1774528954,84995263
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Melodic Coif,1967953254,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Melodic Mantle,1075707756,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Reverent Coif,3785491263,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Reverent Mantle,839433198,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Righteous Barbute,2567409472,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Righteous Spaulders,668795610,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Vanguard Barbute,582347834,1453677401
Armorer,94,TS Essentials,Armorer Essentials Volume 94,Rhenium Vanguard Spaulders,649468150,1453677401
Armorer,94,TS Advanced,Advanced Armorer Volume 94,Tungsten Melodic Coif,2015046727,2608101660
Armorer,94,TS Advanced,Advanced Armorer Volume 94,Tungsten Melodic Mantle,2118118640,2608101660
Armorer,94,TS Advanced,Advanced Armorer Volume 94,Tungsten Reverent Coif,2915452120,2608101660
Armorer,94,TS Advanced,Advanced Armorer Volume 94,Tungsten Reverent Mantle,3415164562,2608101660
